37,東建コーポレーション株式会社 | ■エリア勤務でも高収入！■上場企業で安心の将来を,"月給26万3,000円以上＋諸手当＋業績連動成果給 【営業社員の平均年収819万円】 ※月給は、固定残業代【…"
38,株式会社△□○ | 創業50年の安定企業｜未経験からパーティション施工のプロへ,"【月給】189,000円〜295,000円(固定残業代含む) ※固定残業時間は20時間分、24,000円〜38,000円 　時間超…"
39,株式会社総合資格 | 【 建築・不動産に特化した資格学校を運営 】賞与実績4.8ヶ月分,■月給 30万円 〜 35万5300円 ＋ 諸手当 ＋ 業績給（月度売上2.5％） ※経験・能力を考慮のうえ、決定し…
40,株式会社総合資格 | 【 建築・不動産に特化した資格学校を運営 】賞与実績4.8ヶ月分,■月給 30万円 〜 35万5300円 ＋ 諸手当 ＋ 業績給（月度売上2.5％） ※経験・能力を考慮のうえ、決定し…
41,株式会社近畿道路資材 | ◎WEB面接可◎―イノベーションで地球を守る―総合環境整備企業,"月給25万円＋諸手当 （※固定残業代月56,000円／40時間を含みます。） （※超過時間分は別途支給します。…"
42,株式会社福岡技建工業 | ◎高収入を実現可能《 固定給＋歩合制 》/完全週休2日制(土日祝),月給25万円〜＋歩合＋諸手当 ※経験、能力を考慮の上、優遇します。 ※最長3ヶ月間の試用期間あり(待遇…
43,株式会社さくら住宅 | 日本でいちばん大切にしたい会社にも選出★地域に密着して働ける,■月給26万円〜+賞与 ※歩合給ではなく、給与＋賞与という形なので 安定高収入を目指せます。 モデル月…
44,株式会社木村土建 | 【創業91年】企業基盤の安定力抜群！応募者は全員面接します！,【月給】 ◆1級建築施工管理技士資格者：40万円〜 ◆2級建築施工管理技士資格者：30万円〜 ◆現場経験者(…
45,株式会社ミラージュ | ＜ 頑張りはしっかり評価！賞与年2回＋決算賞与 ＞,"■月給300,000円 〜 500,000円 〔モデル年収例〕 年収560万円/20代/入社2年目 年収600万円/40代/入社7…"
46,株式会社サンキホーム | 2019年度リフォーム工事件数735件【大阪府緊急雇用対策に賛同】,◆働き方は2タイプから選べます ▽週休2日制の場合（毎週水＋社内カレンダーにより月1日） （1）月給20万…
47,スリーエムホーム兵庫株式会社 | 淡路島エリアでトップクラス★設立19年で900棟以上の着工実績！,【1／大卒以上・建築系の専門学校卒】 月給25万円以上 ＋ インセンティブ ＋ 賞与年2回 【2／建築系以外…
48,株式会社ケンオウ | お客様に快適を提供する技術者集団！/平均年収703万円(2019年度),"月給：26万7,500円〜28万7,000円 ※経験・スキルに応じて優遇します。 ※試用期間1か月あり。その間の給…"
49,スリーエムホーム高知株式会社 | 東証一部上場のLIXILグループが手掛ける『アイフルホーム』FC店,月給25万円 ＋ インセンティブ ＋ 賞与年2回 ※残業の有無に関わらず、20時間／5万円分の固定残業代が含…
0,株式会社中央建設コンサルタント | 《 創業58年の安定・老舗企業 》賞与年3回/長期連続休暇あり,月給18万9000円〜 ※上記はあくまで最低保証です。 　年齢、経験、能力を考慮の上、優遇します。 ※最長…
1,株式会社ウンノハウス | 平均年収600万円以上／研修・勉強会などスキルUPできる環境豊富,年俸制420万円〜600万円＋賞与 ※経験・年齢を考慮の上、当社規定により優遇します。 ※固定残業代(30時…
2,株式会社ウンノハウス | ☆完全週休2日制☆【研修・勉強会などスキルUPできる環境豊富】,年俸制360万円〜420万円＋賞与 ※経験・年齢を考慮の上、当社規定により優遇します。 ※固定残業代(30時…
3,株式会社ウンノハウス | 平均年収600万円以上／研修・勉強会などスキルUPできる環境豊富,年俸制360万円〜480万円＋賞与 ※経験・年齢を考慮の上、当社規定により優遇します。 ※固定残業代(月30…
4,株式会社マイプレイス | 東証二部上場の株式会社あかつき本社のグループ会社,"月給 27万5,000円〜50万円 ※みなし残業代（月30時間分／5万円〜6万9,000円）含む+インセンティブ ※時間…"
5,株式会社ウンノハウス | 慣れ親しんだ場所で働きたいetc...Uターン歓迎!引越代サポート,"年俸制420万円〜600万円＋賞与 ※固定残業代(月30時間/65,600円〜を含む) 超過分は別途支給。 ※経験・年…"
